0050   ,じ芖50   ,20080102,    39.6472
0052   ,碔üм     ,20080102,    27.0983
0050   ,じ芖50   ,20080103,    38.9876
0052   ,碔üм     ,20080103,    26.0676
0050   ,じ芖50   ,20080104,    38.9876
0052   ,碔üм     ,20080104,    25.9346
0050   ,じ芖50   ,20080107,    37.2064
0052   ,碔üм     ,20080107,    24.1391
0050   ,じ芖50   ,20080108,    37.5692
0052   ,碔üм     ,20080108,    24.1391
0050   ,じ芖50   ,20080109,    38.2619
0052   ,碔üм     ,20080109,    24.2721
0050   ,じ芖50   ,20080110,    38.1959
0052   ,碔üм     ,20080110,    24.2721
0050   ,じ芖50   ,20080111,    38.0310
0052   ,碔üм     ,20080111,    24.3319
0050   ,じ芖50   ,20080114,    38.7897
0052   ,碔üм     ,20080114,    24.2721
0050   ,じ芖50   ,20080115,    40.2740
0052   ,碔üм     ,20080115,    24.5381
0050   ,じ芖50   ,20080116,    38.5258
0052   ,碔üм     ,20080116,    24.1258
0050   ,じ芖50   ,20080117,    38.3609
0052   ,碔üм     ,20080117,    23.9396
0050   ,じ芖50   ,20080118,    38.5917
0052   ,碔üм     ,20080118,    23.8598
0050   ,じ芖50   ,20080121,    38.0640
0052   ,碔üм     ,20080121,    24.0726
0050   ,じ芖50   ,20080122,    35.4252
0052   ,碔üм     ,20080122,    22.3902
0050   ,じ芖50   ,20080123,    35.3593
0052   ,碔üм     ,20080123,    21.9446
0050   ,じ芖50   ,20080124,    36.2828
0052   ,碔üм     ,20080124,    22.4766
0050   ,じ芖50   ,20080125,    37.2064
0052   ,碔üм     ,20080125,    23.6071
0050   ,じ芖50   ,20080128,    36.0190
0052   ,碔üм     ,20080128,    22.6761
0050   ,じ芖50   ,20080129,    36.3488
0052   ,碔üм     ,20080129,    22.7493
0050   ,じ芖50   ,20080130,    36.2499
0052   ,碔üм     ,20080130,    23.2746
0050   ,じ芖50   ,20080131,    36.2499
0052   ,碔üм     ,20080131,    23.2680
0050   ,じ芖50   ,20080201,    37.2064
0052   ,碔üм     ,20080201,    23.4475
0050   ,じ芖50   ,20080212,    36.2499
0052   ,碔üм     ,20080212,    22.7094
0050   ,じ芖50   ,20080213,    36.1509
0052   ,碔üм     ,20080213,    22.7493
0050   ,じ芖50   ,20080214,    38.1300
0052   ,碔üм     ,20080214,    23.6736
0050   ,じ芖50   ,20080215,    37.8001
0052   ,碔üм     ,20080215,    23.9396
0050   ,じ芖50   ,20080218,    37.7342
0052   ,碔üм     ,20080218,    23.9396
0050   ,じ芖50   ,20080219,    38.2619
0052   ,碔üм     ,20080219,    24.1059
0050   ,じ芖50   ,20080220,    37.5362
0052   ,碔üм     ,20080220,    24.0394
0050   ,じ芖50   ,20080221,    38.6247
0052   ,碔üм     ,20080221,    24.4649
0050   ,じ芖50   ,20080222,    38.7897
0052   ,碔üм     ,20080222,    24.4051
0050   ,じ芖50   ,20080225,    39.5813
0052   ,碔üм     ,20080225,    24.6046
0050   ,じ芖50   ,20080226,    39.7132
0052   ,碔üм     ,20080226,    24.9903
0050   ,じ芖50   ,20080227,    40.0431
0052   ,碔üм     ,20080227,    25.6353
0050   ,じ芖50   ,20080229,    40.1420
0052   ,碔üм     ,20080229,    25.5356
0050   ,じ芖50   ,20080303,    39.0205
0052   ,碔üм     ,20080303,    24.6046
0050   ,じ芖50   ,20080304,    40.0431
0052   ,碔üм     ,20080304,    25.1033
0050   ,じ芖50   ,20080305,    40.1750
0052   ,碔üм     ,20080305,    24.9903
0050   ,じ芖50   ,20080306,    41.0986
0052   ,碔üм     ,20080306,    25.9279
0050   ,じ芖50   ,20080307,    40.5048
0052   ,碔üм     ,20080307,    25.8016
0050   ,じ芖50   ,20080310,    39.3174
0052   ,碔üм     ,20080310,    25.2696
0050   ,じ芖50   ,20080311,    39.6472
0052   ,碔üм     ,20080311,    25.0701
0050   ,じ芖50   ,20080312,    40.0101
0052   ,碔üм     ,20080312,    25.5023
0050   ,じ芖50   ,20080313,    38.9876
0052   ,碔üм     ,20080313,    24.9371
0050   ,じ芖50   ,20080314,    38.5588
0052   ,碔üм     ,20080314,    25.0036
0050   ,じ芖50   ,20080317,    37.8331
0052   ,碔üм     ,20080317,    24.2721
0050   ,じ芖50   ,20080318,    38.1959
0052   ,碔üм     ,20080318,    24.0061
0050   ,じ芖50   ,20080319,    38.5917
0052   ,碔üм     ,20080319,    24.6046
0050   ,じ芖50   ,20080320,    39.5483
0052   ,碔üм     ,20080320,    24.6046
0050   ,じ芖50   ,20080321,    40.6038
0052   ,碔üм     ,20080321,    25.0767
0050   ,じ芖50   ,20080324,    42.3190
0052   ,碔üм     ,20080324,    25.8149
0050   ,じ芖50   ,20080325,    41.5933
0052   ,碔üм     ,20080325,    25.6087
0050   ,じ芖50   ,20080326,    41.1645
0052   ,碔üм     ,20080326,    25.6353
0050   ,じ芖50   ,20080327,    40.3729
0052   ,碔üм     ,20080327,    24.9437
0050   ,じ芖50   ,20080328,    40.9007
0052   ,碔üм     ,20080328,    25.2696
0050   ,じ芖50   ,20080331,    39.8781
0052   ,碔üм     ,20080331,    25.1366
0050   ,じ芖50   ,20080401,    39.6143
0052   ,碔üм     ,20080401,    24.9903
0050   ,じ芖50   ,20080402,    40.7357
0052   ,碔üм     ,20080402,    25.1698
0050   ,じ芖50   ,20080403,    40.3729
0052   ,碔üм     ,20080403,    25.6154
0050   ,じ芖50   ,20080407,    41.0326
0052   ,碔üм     ,20080407,    25.8681
0050   ,じ芖50   ,20080408,    40.6368
0052   ,碔üм     ,20080408,    25.7351
0050   ,じ芖50   ,20080409,    40.6368
0052   ,碔üм     ,20080409,    25.6021
0050   ,じ芖50   ,20080410,    41.2965
0052   ,碔üм     ,20080410,    26.1008
0050   ,じ芖50   ,20080411,    41.8902
0052   ,碔üм     ,20080411,    26.5996
0050   ,じ芖50   ,20080414,    41.6923
0052   ,碔üм     ,20080414,    26.0676
0050   ,じ芖50   ,20080415,    41.6593
0052   ,碔üм     ,20080415,    26.0809
0050   ,じ芖50   ,20080416,    42.3520
0052   ,碔üм     ,20080416,    26.5331
0050   ,じ芖50   ,20080417,    42.6488
0052   ,碔üм     ,20080417,    26.8988
0050   ,じ芖50   ,20080418,    42.4839
0052   ,碔üм     ,20080418,    26.6993
0050   ,じ芖50   ,20080421,    42.6158
0052   ,碔üм     ,20080421,    27.1316
0050   ,じ芖50   ,20080422,    42.4839
0052   ,碔üм     ,20080422,    26.8789
0050   ,じ芖50   ,20080423,    42.0551
0052   ,碔üм     ,20080423,    26.8656
0050   ,じ芖50   ,20080424,    41.8572
0052   ,碔üм     ,20080424,    26.4998
0050   ,じ芖50   ,20080425,    41.8902
0052   ,碔üм     ,20080425,    26.5996
0050   ,じ芖50   ,20080428,    42.3190
0052   ,碔üм     ,20080428,    26.8323
0050   ,じ芖50   ,20080429,    41.8902
0052   ,碔üм     ,20080429,    26.5996
0050   ,じ芖50   ,20080430,    42.1541
0052   ,碔üм     ,20080430,    26.7326
0050   ,じ芖50   ,20080502,    42.3520
0052   ,碔üм     ,20080502,    26.7991
0050   ,じ芖50   ,20080505,    41.5274
0052   ,碔üм     ,20080505,    26.4333
0050   ,じ芖50   ,20080506,    41.5933
0052   ,碔üм     ,20080506,    26.7991
0050   ,じ芖50   ,20080507,    41.9562
0052   ,碔üм     ,20080507,    27.1249
0050   ,じ芖50   ,20080508,    41.3624
0052   ,碔üм     ,20080508,    26.6661
0050   ,じ芖50   ,20080509,    41.0656
0052   ,碔üм     ,20080509,    26.4333
0050   ,じ芖50   ,20080512,    41.3624
0052   ,碔üм     ,20080512,    26.2671
0050   ,じ芖50   ,20080513,    42.1541
0052   ,碔üм     ,20080513,    26.9055
0050   ,じ芖50   ,20080514,    42.3190
0052   ,碔üм     ,20080514,    27.1648
0050   ,じ芖50   ,20080515,    42.9127
0052   ,碔üм     ,20080515,    27.5305
0050   ,じ芖50   ,20080516,    43.1436
0052   ,碔üм     ,20080516,    27.8830
0050   ,じ芖50   ,20080519,    43.3085
0052   ,碔üм     ,20080519,    27.8298
0050   ,じ芖50   ,20080520,    42.2200
0052   ,碔üм     ,20080520,    27.2645
0050   ,じ芖50   ,20080521,    41.8242
0052   ,碔üм     ,20080521,    27.1981
0050   ,じ芖50   ,20080522,    41.8572
0052   ,碔üм     ,20080522,    26.7991
0050   ,じ芖50   ,20080523,    41.1975
0052   ,碔üм     ,20080523,    26.2671
0050   ,じ芖50   ,20080526,    40.6368
0052   ,碔üм     ,20080526,    25.8681
0050   ,じ芖50   ,20080527,    41.0326
0052   ,碔üм     ,20080527,    26.0343
0050   ,じ芖50   ,20080528,    40.7027
0052   ,碔üм     ,20080528,    26.0011
0050   ,じ芖50   ,20080529,    41.0986
0052   ,碔üм     ,20080529,    26.0343
0050   ,じ芖50   ,20080530,    41.0326
0052   ,碔üм     ,20080530,    26.1008
0050   ,じ芖50   ,20080602,    41.2965
0052   ,碔üм     ,20080602,    26.2671
0050   ,じ芖50   ,20080603,    40.6368
0052   ,碔üм     ,20080603,    25.9346
0050   ,じ芖50   ,20080604,    40.7687
0052   ,碔üм     ,20080604,    26.2006
0050   ,じ芖50   ,20080605,    41.3624
0052   ,碔üм     ,20080605,    26.2671
